174537,Discusión:Michelle Bachelet,1,81.243.239.185,1123850525,381,0,
174537,Discusión:Michelle Bachelet,1,Seba entwined,1123905714,806,0,
174537,Discusión:Michelle Bachelet,1,Seba entwined,1123905724,807,0,
174537,Discusión:Michelle Bachelet,1,Jonik,1126957701,1034,16,
174537,Discusión:Michelle Bachelet,1,200.28.125.247,1130051274,1764,0,
174537,Discusión:Michelle Bachelet,1,Incomt65,1130289908,2480,23,
174537,Discusión:Michelle Bachelet,1,Incomt65,1130290062,2539,29,
174537,Discusión:Michelle Bachelet,1,201.246.126.68,1130385114,2835,29,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1131750730,3181,9,
174537,Discusión:Michelle Bachelet,1,Antoine,1131752962,3834,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1131765569,4042,15,
174537,Discusión:Michelle Bachelet,1,Antoine,1131766430,4217,15,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1131789032,4538,15,
174537,Discusión:Michelle Bachelet,1,Antoine,1131813043,4731,15,
174537,Discusión:Michelle Bachelet,1,Antoine,1131813066,4731,15,
174537,Discusión:Michelle Bachelet,1,Napoleón333,1131813867,5058,15,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1131814327,5324,15,
174537,Discusión:Michelle Bachelet,1,Napoleón333,1131819602,5555,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1131849152,5772,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1131849192,5943,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1131849524,6140,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1131849543,6261,15,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1131875338,6590,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1132198252,7016,15,
174537,Discusión:Michelle Bachelet,1,Mtad,1132198370,7271,15,
174537,Discusión:Michelle Bachelet,1,Jistark,1132253541,7683,28,
174537,Discusión:Michelle Bachelet,1,El Padrino,1132256901,8233,12,
174537,Discusión:Michelle Bachelet,1,Antoine,1132261630,8650,0,
174537,Discusión:Michelle Bachelet,1,Antoine,1132261902,9432,34,
174537,Discusión:Michelle Bachelet,1,Jistark,1132263894,9659,34,
174537,Discusión:Michelle Bachelet,1,Jistark,1132263982,9949,18,
174537,Discusión:Michelle Bachelet,1,Antoine,1132264485,10372,34,
174537,Discusión:Michelle Bachelet,1,Jistark,1132264850,10662,34,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1132265079,10784,34,
174537,Discusión:Michelle Bachelet,1,Jistark,1132265849,11008,34,
174537,Discusión:Michelle Bachelet,1,Antoine,1132268024,11270,51,
174537,Discusión:Michelle Bachelet,1,Antoine,1132268114,11455,51,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1132298273,12672,51,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1132298298,12674,51,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1132298444,12438,51,
174537,Discusión:Michelle Bachelet,1,Orgullobot~eswiki,1132477046,12466,64,
174537,Discusión:Michelle Bachelet,1,200.28.199.94,1133236017,13937,15,
174537,Discusión:Michelle Bachelet,1,B1mbo,1133671312,14401,51,
174537,Discusión:Michelle Bachelet,1,Chimera~eswiki,1133881070,14658,18,
174537,Discusión:Michelle Bachelet,1,Jistark,1133889366,14902,18,
174537,Discusión:Michelle Bachelet,1,Jistark,1133889469,15163,51,
174537,Discusión:Michelle Bachelet,1,Chimera~eswiki,1133957858,15216,18,
174537,Discusión:Michelle Bachelet,1,200.83.186.243,1135218761,15338,0,
174537,Discusión:Michelle Bachelet,1,Antoine,1135226913,15359,0,
174537,Discusión:Michelle Bachelet,1,El Padrino,1135879476,15852,7,
174537,Discusión:Michelle Bachelet,1,El Padrino,1135879606,15850,13,
174537,Discusión:Michelle Bachelet,1,Antoine,1135935947,16089,13,
174537,Discusión:Michelle Bachelet,1,El Padrino,1135960381,16482,13,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1135972793,17110,13,
174537,Discusión:Michelle Bachelet,1,Ecemaml,1135987175,15359,23,
174537,Discusión:Michelle Bachelet,1,200.112.11.89,1136923187,15543,0,
174537,Discusión:Michelle Bachelet,1,JCCO,1137444237,16740,33,
174537,Discusión:Michelle Bachelet,1,JCCO,1137444332,16831,0,
174537,Discusión:Michelle Bachelet,1,Albasmalko,1137444576,16947,19,
